Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.77936857,52.6754059,52.5527838,52.40026807,52.2284485,52.04606631,51.99699574,51.88680786,51.71542362,51.52006294,51.41094161,52.16837329,52.8277174,53.34956795,53.72782003,54.00398883,54.72605705,55.38216509,55.90302405,56.27582645,56.54570436,57.21521036,57.82709335,58.33265897,58.71394814,59.00851326,59.61557146,60.19897273,60.6676272,61.02922204,61.25255885,61.64565152,62.0387461,62.3850282,62.65252068,62.88481142,63.32635059,63.73981926,64.0964711,64.41331655,64.72847822,65.1453142,65.51759372,65.86002522,66.184525,66.51199902,66.83473593,67.18515698,67.55506634,67.93166256,68.30213114,68.48733376,68.72103441,68.95624809,69.14608587,69.26875147,69.23207126,69.19288244,69.11908273
Australia,AUS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.20809883,61.11533236,61.1937313,61.38089204,61.58636617,61.7606167,61.94903089,62.12354005,62.26670086,62.41008322,62.60034172,62.77809794,62.96047522,63.15747546,63.39293392,63.68079285,63.82655492,64.12142077,64.48638788,64.81995421,65.07556515,65.43979821,65.65725618,65.79074162,65.9384461,66.136631,66.21492273,66.39714795,66.61860639,66.78262741,66.8518331,66.86032658,66.7811313,66.66259923,66.58220463,66.57259343,66.55571851,66.59819699,66.67638671,66.74819485,66.793903,66.92790583,67.04806589,67.15320284,67.24543778,67.31412183,67.48309718,67.61745743,67.68373866,67.67151777,67.59110796,67.33382876,67.08384074,66.82679484,66.55144441,66.25804941,65.90657302,65.5309417,65.15290773
Austria,AUT,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.61549343,65.20101835,64.81182389,64.41272363,63.97571365,63.50211727,63.00327519,62.50359766,62.03937078,61.67376132,61.44450702,61.29074982,61.28767041,61.41996946,61.65380545,61.96807699,62.28433888,62.63549266,63.05955655,63.60603548,64.28343526,64.95517859,65.73075542,66.52324275,67.2162095,67.74447042,67.97567024,68.12546404,68.19587562,68.1998035,68.1482102,67.96720985,67.70163913,67.40492944,67.17914428,67.09276368,67.06032518,67.1880283,67.41787453,67.63894632,67.78294608,67.8768838,67.90045796,67.8734889,67.84319453,67.83092329,67.74827548,67.6808155,67.6229858,67.56033295,67.48495145,67.42486929,67.35891667,67.27283607,67.16624799,67.03954297,66.9201963,66.81250731,66.70048591
Azerbaijan,AZE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.08434699,53.98092262,52.8749641,51.88178703,51.1350023,50.69412615,50.22163399,50.12118414,50.29305081,50.60335056,50.99307474,51.56612763,52.17332932,52.8648304,53.70735491,54.70705392,55.67802638,56.7599365,57.89967145,59.00938939,60.02904044,60.85349528,61.56003423,62.13574281,62.57799942,62.8863171,62.86466103,62.75343299,62.58667763,62.38468132,62.15622744,61.78547334,61.47740221,61.24127741,61.09775384,61.07376267,61.21171864,61.48418026,61.88778215,62.40174291,63.00237814,63.7613882,64.51452998,65.30841065,66.19693155,67.18462793,68.03759751,68.96813855,69.88769845,70.67573709,71.26638023,71.57633025,71.70604268,71.67595692,71.55420234,71.3895879,71.02714111,70.72264792,70.43524739
Burundi,BDI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.2436814,52.92101003,52.52515976,52.13570785,51.8705742,51.76967657,51.41539636,51.26333372,51.26177468,51.34766531,51.50563052,51.27933536,51.16369431,51.15185988,51.21413239,51.30998573,51.47158309,51.66012227,51.84928035,52.02649366,52.17783281,51.87555666,51.63067353,51.39648781,51.13811573,50.85731209,50.42114963,50.02739133,49.69682887,49.46202885,49.33160898,48.59575851,48.02061009,47.59128625,47.29806083,47.14888468,47.01247221,46.98173675,47.05716312,47.21664993,47.42977245,48.09179923,48.77103056,49.44983134,50.11392106,50.74582524,51.22225743,51.68615354,52.10599129,52.44784624,52.69882136,52.6896526,52.64439019,52.56663555,52.47395472,52.38346737,52.30296162,52.25774518,52.25137879
Belgium,BEL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.61567746,64.20005101,63.94813832,63.80880293,63.69192058,63.55672141,63.34928309,63.18592152,63.06564307,63.00255082,63.00510373,63.03858796,63.11432163,63.24633431,63.45030584,63.72736217,63.924365,64.18846015,64.52321859,64.93280093,65.41321583,65.87082029,66.38140375,66.88360538,67.29924611,67.58221435,67.60693564,67.53677146,67.39954333,67.23908476,67.08242126,66.90234371,66.71526709,66.5234002,66.34093872,66.18180979,65.98131418,65.83441814,65.73016965,65.64586023,65.56770436,65.55241346,65.52918822,65.5082929,65.51523232,65.55887681,65.58719711,65.6696398,65.76525793,65.81434152,65.7832315,65.64750773,65.46890953,65.25842861,65.04598292,64.85353395,64.61143766,64.37944165,64.1558335
Benin,BEN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.44660231,56.04300637,55.65636766,55.29496523,54.99096082,54.75965257,54.25960952,53.86404524,53.55170351,53.29774393,53.08837567,52.67670327,52.35491777,52.10749356,51.92039812,51.78289612,51.48998872,51.27206279,51.116989,51.01646361,50.96330133,50.75761859,50.63563691,50.57648005,50.5591415,50.57236168,50.44756438,50.38309796,50.36874697,50.39657545,50.45893378,50.50869997,50.61415435,50.76021915,50.9388508,51.14751222,51.14406854,51.20060226,51.30425106,51.44154543,51.60393659,51.69829072,51.83681649,52.00782389,52.19996015,52.40542581,52.45458231,52.52796846,52.62833824,52.76048139,52.92409965,53.01843992,53.16027989,53.33574356,53.52991646,53.73519093,53.89830798,54.0874712,54.29871231
Burkina Faso,BFA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.34822359,55.98278095,55.71803144,55.52620111,55.3755033,55.24803522,54.86923182,54.54169263,54.26839805,54.06396398,53.93414643,53.53669448,53.26128512,53.07309708,52.92402816,52.78760656,52.39089282,52.02546986,51.70192284,51.43947769,51.24196761,50.82997383,50.53386614,50.31919089,50.15051966,50.01645336,49.76264372,49.58464132,49.47546793,49.43533217,49.46386542,49.40494475,49.42101919,49.50399247,49.64498867,49.8339524,49.85906816,49.95692672,50.10457917,50.27806728,50.46527627,50.4862328,50.55520577,50.66039512,50.79078281,50.93823318,50.93529795,50.97477053,51.05040428,51.16200291,51.3087322,51.35670738,51.46729701,51.62365718,51.80948173,52.01818557,52.20262596,52.4098388,52.64493785
Bangladesh,BGD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.2531971,54.86428324,54.59912177,54.40068425,54.19677332,53.95761229,53.55279802,53.15188307,52.78855402,52.53642065,52.44717774,52.24629302,52.11993629,52.06289467,52.03199175,51.99380798,51.85375068,51.82705625,51.88254261,52.00961781,52.20168723,52.26016346,52.43048708,52.67689658,52.95837076,53.25619909,53.47093218,53.71804982,54.00455053,54.35042145,54.76316161,55.09065241,55.47889985,55.91477363,56.38047307,56.86477191,57.29582062,57.74710079,58.21428291,58.69593885,59.18887607,59.57994646,59.99746554,60.43288839,60.87805835,61.33156347,61.67627181,62.0420957,62.42721667,62.82739801,63.24123467,63.71440142,64.17373515,64.63338145,65.11320972,65.61857714,66.11132307,66.625937,67.13558688
Bulgaria,BGR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.33129193,66.45494349,66.66443119,66.92151473,67.15827598,67.3391191,67.44068342,67.50925992,67.54305023,67.54760079,67.52280415,67.42332164,67.31426619,67.18817604,67.0387862,66.8679661,66.60297562,66.33515885,66.10730417,65.98596372,66.0027925,66.0846365,66.32930629,66.64584339,66.90059681,67.02195043,67.02258923,66.86727922,66.65045255,66.50718069,66.50663273,66.39562751,66.45619479,66.63363665,66.8284281,66.98343109,67.13104365,67.24207343,67.34514916,67.50253316,67.74535047,67.9707461,68.23333235,68.52113293,68.799176,69.03287671,69.00712514,68.97331704,68.88989986,68.71259875,68.42500372,67.92498628,67.38421023,66.81348703,66.24427967,65.70743309,65.2542739,64.79766683,64.38262025
Bahrain,BHR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.71549065,54.63447175,53.7644966,52.90670259,52.02666127,51.28927445,51.71863594,52.07662843,52.32814859,52.5210757,52.69819619,53.57039108,54.74460518,56.0158145,57.16264871,58.076558,59.48610054,60.66991012,61.65305914,62.52964565,63.36332415,63.64588902,63.78624174,63.82657257,63.81975566,63.81095206,63.90929224,64.15358676,64.43449886,64.73943382,65.12740684,65.31426554,65.708698,66.23990601,66.82102612,67.35302831,67.4606768,67.62464891,67.67948509,67.58464891,67.40604654,68.54468171,69.60916607,70.5415894,71.35184444,72.07534268,73.63102529,74.93587819,75.99630733,76.86992227,77.60867463,77.5015628,77.39302616,77.23447714,77.03018169,76.82605472,77.26758181,77.78620365,78.319356
"Bahamas, The",BHS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.82073146,53.87201293,53.82068031,53.65441852,53.44217667,53.26683755,53.52980558,53.85860307,54.16456558,54.36542723,54.45190315,55.10239291,55.39338603,55.49342486,55.6412057,55.95936388,56.29130834,56.94643863,57.7482405,58.44288877,58.91277405,59.64909022,60.0134433,60.17975511,60.41892286,60.85225383,61.10653217,61.66497445,62.36871138,62.95161937,63.2933031,63.69345001,63.77387428,63.69595933,63.72432444,63.98116952,64.01446591,64.30236847,64.73673162,65.11143908,65.30862168,65.59061259,65.76253007,65.8760447,65.99152069,66.1099123,66.31242202,66.42095623,66.53379151,66.72034645,67.00249618,67.36897141,67.84044402,68.37287462,68.88431413,69.31770201,69.77191543,70.06535605,70.25752197
Bosnia and Herzegovina,BIH,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.56687669,58.47780957,58.48060942,58.5948395,58.81028354,59.11374536,59.15805228,59.4138144,59.80330593,60.20447251,60.55076294,60.95075089,61.22265202,61.46291134,61.80555397,62.30322664,62.79040938,63.41559458,64.12673653,64.82904906,65.46975912,66.15910447,66.7628485,67.29811823,67.80516699,68.29657403,68.6102107,68.87415814,69.07222393,69.19138813,69.25500899,69.29111836,69.25163853,69.15728289,69.00499019,68.76554237,68.69293451,68.58763353,68.46235356,68.35899036,68.31273713,68.21983261,68.23724187,68.35544245,68.54357135,68.78181493,69.14615725,69.46863308,69.75948193,70.04219556,70.30332438,70.25471331,70.30021315,70.40122441,70.42495847,70.27787392,70.000378,69.45453189,68.76346488
Belarus,BLR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.74992828,62.16547748,61.79519008,61.59010212,61.46347466,61.37891645,61.45814325,61.57317314,61.75952014,62.05179077,62.44672158,62.99246103,63.49752764,63.95671989,64.37678736,64.77132978,65.0327742,65.37489719,65.76610632,66.14299082,66.46128198,66.7445712,66.94955954,67.07916548,67.15743668,67.19212951,67.03222301,66.87376839,66.72213289,66.56402283,66.39804972,66.15432825,65.95413348,65.82535177,65.80299281,65.90543113,66.21818159,66.58911618,67.02160193,67.50011109,67.995373,68.29774871,68.59766899,68.91449583,69.27123357,69.67708308,69.98807278,70.36731654,70.73980295,71.01526616,71.14013435,70.97741766,70.68497913,70.29289311,69.85744404,69.41362835,69.07010989,68.71698692,68.28890878
Belize,BLZ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.57460028,49.91499741,49.46808511,49.12942774,48.86144233,48.65198504,48.54637073,48.45508111,48.41333437,48.45674613,48.5906271,48.29918345,48.06842312,47.90554859,47.81466335,47.79528741,47.85011876,48.02210396,48.32223941,48.66282156,48.95633173,49.54867652,49.96765677,50.28301524,50.61897011,51.040195,51.19244197,51.48061037,51.82652993,52.14341387,52.40999829,52.53285756,52.57096396,52.5978889,52.6785006,52.81813658,53.3973903,54.02112104,54.57601501,55.00820125,55.35086833,55.7540686,56.15790958,56.59237265,57.08018691,57.62121212,58.17203231,58.72552462,59.27423955,59.80423003,60.30843753,60.99346833,61.62662722,62.23970612,62.85692455,63.48047976,63.96579805,64.48057184,64.98377585
Bermuda,BMU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.23905955,54.19816335,54.24373979,54.35376749,54.510901,54.704878,54.65321307,54.67752804,54.75468742,54.86261194,54.98955844,54.907175,54.87810712,54.89039418,54.93824675,55.01946548,54.91252883,54.86837666,54.87969086,54.94382617,55.05953026,54.99824823,55.00691823,55.06247461,55.13915063,55.22341758,55.25720662,55.30759692,55.37684231,55.47537871,55.60684427,55.64800905,55.75826849,55.91549122,56.09297057,56.27825741,56.37463015,56.49117135,56.63185563,56.80625539,57.01565073,57.18006558,57.37417038,57.59020811,57.82107674,58.06416078,58.28750439,58.54368062,58.82186965,59.10780421,59.39331787,59.68275192,59.96086214,60.23771489,60.52875085,60.83890768,61.11593252,61.41950378,61.73450486
Brazil,BRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.68314977,53.4745927,53.3050385,53.19807481,53.18577952,53.2803265,53.29494826,53.45893547,53.7237662,54.03079621,54.35360147,54.66027587,54.98179275,55.32610922,55.70583988,56.11774451,56.48528205,56.85777017,57.23441286,57.61077828,57.9794437,58.20753311,58.46158708,58.72507651,58.98918588,59.25789922,59.4478588,59.68919496,59.96708931,60.26562913,60.57957485,60.93934064,61.27912092,61.63101641,62.03163534,62.4886767,62.9128617,63.3817406,63.8733347,64.35557667,64.81263782,65.17113863,65.54028372,65.9094747,66.27334827,66.63279823,67.0055129,67.35836828,67.6977274,68.03101121,68.35583019,68.65427008,68.92770221,69.17532426,69.39061969,69.56613409,69.64878959,69.7106712,69.74309026
Barbados,BRB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.08442289,54.63796511,54.3246229,54.10306896,53.9158347,53.74087242,53.75453221,53.85723763,54.04209222,54.29387909,54.60870002,55.60030655,56.40767654,57.09489898,57.78845997,58.54058841,58.83158375,59.2844776,59.66235417,59.77418033,59.64602962,60.42961255,61.00314072,61.48994458,62.05748013,62.75506023,63.25226462,63.90769672,64.62156871,65.23771239,65.68928779,65.99683091,66.12904453,66.1508902,66.16671637,66.2172172,66.21219327,66.23549986,66.25070544,66.21643107,66.11789404,66.3893578,66.57950078,66.71842933,66.85168771,66.9864615,67.05312512,67.12665949,67.16259564,67.12462292,67.00610709,67.06915865,67.08717981,67.07727158,67.05813374,67.03186553,67.00618623,66.9488387,66.85435789
Brunei Darussalam,BRN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.6107072,52.03945677,51.28239515,50.54308317,50.07872245,49.98632626,50.40457147,51.12496443,51.99833755,52.82847896,53.51079681,54.17369961,54.67392376,55.07703081,55.508409,56.00769678,56.18648956,56.62568541,57.17833393,57.72957933,58.25489094,58.4523625,58.58733895,58.69876837,58.84908903,59.06107846,59.93330879,60.78850663,61.55750315,62.20680988,62.74481005,62.98298336,63.24573189,63.51901619,63.82983134,64.20868757,64.59677896,65.09786574,65.67411576,66.30452776,66.97492234,67.3926725,67.88097421,68.35233078,68.78889807,69.21591612,69.41957473,69.72170736,70.0564808,70.36983011,70.65118385,71.04763163,71.30522395,71.48046219,71.64719635,71.8373033,71.8158647,71.93625979,72.10039094
Bhutan,BTN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.5408262,55.38669265,55.46185527,55.64831638,55.78100452,55.78556974,55.6227739,55.40050454,55.15078892,54.95378459,54.8466951,54.53763581,54.35756941,54.26904233,54.22492852,54.20326295,53.99735909,53.86642903,53.79833353,53.79546806,53.85855607,53.61949339,53.48235393,53.42502194,53.41723591,53.43725364,53.37231456,53.34889705,53.37618244,53.49181028,53.7337699,53.64980024,53.6255229,53.6522993,53.69404227,53.71254349,54.06388225,54.50445797,55.0167707,55.60418148,56.27058937,57.01974687,57.84116698,58.71425636,59.61193773,60.5130877,61.14844618,61.78355062,62.41794009,63.05329467,63.68666512,64.37260745,65.05578116,65.71637355,66.32955754,66.87801219,67.41476949,67.85570099,68.22563455
Botswana,BWA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.06754916,51.54822162,50.88644426,50.18919701,49.62646453,49.2678493,48.86076746,48.6171699,48.49358486,48.41338132,48.33228456,48.28598261,48.29993464,48.34993448,48.41684483,48.48271071,48.47612727,48.42447931,48.32828208,48.21212034,48.11264017,48.19047128,48.3212255,48.50712256,48.74607224,49.03466962,49.41927714,49.90492733,50.47734835,51.10125964,51.74873869,52.25503309,52.75595979,53.28330153,53.88795022,54.59067476,55.18385358,55.88762841,56.65245611,57.40127085,58.09044297,58.6482894,59.12168068,59.53708434,59.93643824,60.33268152,60.61659952,60.9247123,61.23136979,61.49850166,61.71475589,61.69297158,61.60355489,61.47483598,61.34879619,61.24681476,61.32850786,61.47432293,61.66317964
Central African Republic,CAF,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.98017138,56.58110462,56.23689518,55.95085382,55.74338438,55.61972695,55.27629991,55.05203413,54.92353488,54.86926747,54.87608937,54.44608529,54.1150948,53.86623659,53.67805245,53.5341435,53.40057706,53.34496125,53.34199054,53.36412901,53.3921748,53.39779071,53.41542298,53.44541437,53.50547252,53.60729361,53.20735818,52.8926569,52.64778081,52.44382741,52.26594326,52.26132696,52.31840245,52.42547229,52.58022689,52.78009816,52.7685021,52.80111401,52.88134745,53.01322592,53.19365009,53.07593891,53.03963991,53.06500779,53.12667698,53.21383663,53.03932498,52.90530513,52.82533722,52.82455261,52.91946143,52.56822409,52.29940114,52.11832703,52.01153629,51.96418119,52.21238314,52.52216971,52.87990574
Canada,CAN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.57401678,58.44639158,58.43288695,58.52210835,58.69766396,58.95579678,59.37027269,59.91263177,60.53932654,61.19493381,61.84738176,62.61301837,63.30271925,63.95343774,64.62150568,65.32126674,65.81498811,66.37101271,66.93542979,67.42997139,67.81649388,68.09673374,68.29295975,68.40598208,68.45844139,68.46314655,68.42066449,68.35407309,68.26707702,68.16493915,68.05508117,67.93070769,67.80604689,67.7053641,67.6561795,67.66816673,67.6663617,67.75619384,67.91189269,68.09211711,68.27134994,68.48999677,68.68572505,68.86716827,69.04442219,69.20650153,69.33034088,69.42767915,69.47633483,69.45565817,69.35777322,69.13351886,68.89937956,68.6308948,68.31509023,67.95488432,67.64695567,67.28747162,66.89774245
Central Europe and the Baltics,CEB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.60468279,63.56644609,63.66446688,63.86943796,64.11953891,64.37275621,64.69410214,64.94649897,65.164834,65.39844764,65.65546181,65.70203003,65.83662552,65.98604373,66.04547015,65.9698738,65.77180586,65.44620952,65.07943752,64.82359066,64.75834074,64.75507136,64.96055338,65.27737597,65.55245026,65.7060479,65.78596953,65.73884591,65.64744262,65.63123893,65.74958365,65.76984336,65.94106205,66.22177576,66.53085786,66.82470019,67.09615687,67.34931466,67.6016861,67.88963211,68.22519933,68.5046896,68.80161558,69.10861463,69.40881809,69.68145629,69.81951185,69.92152615,69.97198535,69.95546979,69.86426581,69.58365513,69.2934081,68.96771421,68.57209741,68.09632873,67.62510858,67.04008565,66.40423937
Switzerland,CHE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.67288683,65.44495141,65.35682334,65.3656579,65.41947627,65.49307732,65.36547355,65.25620842,65.15862905,65.08314038,65.04401341,64.89092527,64.80133374,64.7748371,64.81837351,64.94197198,65.04979345,65.20592583,65.43749933,65.75503248,66.13579103,66.56108515,67.02842673,67.48752703,67.88324009,68.18745742,68.29618337,68.37819942,68.42499113,68.42555443,68.37321889,68.26797769,68.10805272,67.92400448,67.76779711,67.67274375,67.48135452,67.35745365,67.29745889,67.27937926,67.28840732,67.3869218,67.51259664,67.65502364,67.7992533,67.92710147,68.02892963,68.10338674,68.13834406,68.12321086,68.05029022,67.9424995,67.80135944,67.61946597,67.41365649,67.20934339,66.93853889,66.69663819,66.46582867
