days,dates,day1,compartment,population,susceptibles,isolated,infected,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence
97,2020-04-25,97,Hospitals,82067.6,31714.3,4033.4,259.1,48976.0,54876.3,0.0,24421.3,432.4,50094.2,0.0,0.4,1642.4,68.4,82.1,0.0,82.1,0.0,0.0,0.0,6.6,0.0,82.1,1560.3,0.0,0.0,1.0,0.001,0.597
98,2020-04-26,98,Hospitals,82061.9,31664.3,3712.2,303.4,49026.0,56518.5,0.0,24503.4,438.1,50094.2,0.0,0.4,1642.2,50.0,82.1,0.0,82.1,0.0,0.0,0.0,5.7,0.0,82.1,1560.1,0.0,0.0,1.0,0.001,0.597
99,2020-04-27,99,Hospitals,82057.0,31632.7,3423.1,330.0,49057.6,58160.5,0.0,24585.5,443.0,50094.2,0.0,0.4,1642.0,31.6,82.1,0.0,82.1,0.0,0.0,0.0,4.9,0.0,82.1,1559.9,-0.0,0.0,1.0,0.0,0.598
100,2020-04-28,100,Hospitals,82052.9,31614.8,3162.9,343.9,49075.5,59802.3,0.0,24667.6,447.1,50094.2,0.0,0.4,1641.8,18.0,82.1,0.0,82.1,0.0,0.0,0.0,4.1,0.0,82.1,1559.7,0.0,0.0,1.0,0.0,0.598
101,2020-04-29,101,Hospitals,82049.6,31603.8,2928.7,351.5,49086.4,61443.9,0.0,24749.6,450.4,50094.2,0.0,0.4,1641.6,10.9,82.1,0.0,82.1,0.0,0.0,0.0,3.3,0.0,82.1,1559.6,0.0,0.0,1.0,0.0,0.598
102,2020-04-30,102,Hospitals,82047.0,31599.8,2717.9,352.9,49090.5,63085.4,0.0,24831.7,453.0,50094.2,0.0,0.4,1641.5,4.1,82.1,0.0,82.1,0.0,0.0,0.0,2.6,0.0,82.1,1559.4,0.0,0.0,1.0,0.0,0.598
103,2020-05-01,103,Hospitals,82045.0,31599.8,2528.1,351.0,49090.5,64726.7,0.0,24913.8,455.0,50094.2,0.0,0.4,1641.4,0.0,82.1,0.0,82.1,0.0,0.0,0.0,1.9,0.0,82.1,1559.3,0.0,0.0,1.0,0.0,0.598
104,2020-05-02,104,Hospitals,82043.8,31599.8,2357.4,349.7,49090.5,66368.0,0.0,24995.9,456.2,50094.2,0.0,0.4,1641.2,0.0,82.1,0.0,82.1,0.0,0.0,0.0,1.3,0.0,82.1,1559.2,0.0,0.0,1.0,0.0,0.598
105,2020-05-03,105,Hospitals,82043.1,31599.8,2203.7,344.9,49090.5,68009.1,0.0,25077.9,456.9,50098.4,0.0,0.4,1641.1,0.0,82.1,0.0,82.1,4.1,0.0,0.0,0.7,0.0,82.1,1559.1,0.0,0.0,1.0,0.0,0.598
106,2020-05-04,106,Hospitals,82042.9,31599.8,2065.4,333.1,49090.5,69650.2,0.0,25160.0,457.1,50110.0,0.0,0.4,1641.1,0.0,82.1,0.0,82.1,11.7,0.0,0.0,0.2,0.0,82.1,1559.0,0.0,0.0,1.0,0.0,0.598
107,2020-05-05,107,Hospitals,82042.9,31599.8,1940.9,313.5,49090.5,71291.2,0.0,25242.0,457.1,50129.6,0.0,0.4,1641.0,0.0,82.0,0.0,82.0,19.6,0.0,0.0,0.0,0.0,82.0,1558.9,-0.0,0.0,1.0,0.0,0.598
108,2020-05-06,108,Hospitals,82042.9,31599.8,1828.9,287.8,49090.5,72932.1,0.0,25324.1,457.1,50155.2,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,25.7,0.0,0.0,0.0,0.0,82.0,1558.9,-0.0,0.0,1.0,0.0,0.598
109,2020-05-07,109,Hospitals,82042.9,31599.8,1728.0,257.8,49090.5,74573.0,0.0,25406.1,457.1,50185.3,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,30.1,0.0,0.0,0.0,0.0,82.0,1558.9,0.0,0.0,1.0,0.0,0.598
110,2020-05-08,110,Hospitals,82042.9,31599.8,1637.3,225.1,49090.5,76213.9,0.0,25488.1,457.1,50218.0,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,32.7,0.0,0.0,0.0,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
111,2020-05-09,111,Hospitals,82042.9,31599.8,1555.6,191.0,49090.5,77854.8,0.0,25570.2,457.1,50252.1,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,34.1,0.0,0.0,0.0,0.0,82.0,1558.8,-0.0,0.0,1.0,0.0,0.598
112,2020-05-10,112,Hospitals,82042.9,31599.8,1482.1,156.2,49090.5,79495.6,0.0,25652.2,457.1,50286.9,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,34.8,0.0,0.0,0.0,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
113,2020-05-11,113,Hospitals,82042.9,31599.8,1415.9,121.2,49090.5,81136.5,0.0,25734.3,457.1,50321.9,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,35.0,0.0,0.0,0.0,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
114,2020-05-12,114,Hospitals,82042.9,31599.8,1356.4,86.4,49090.5,82777.3,0.0,25816.3,457.1,50356.7,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,34.8,0.0,0.0,0.0,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
115,2020-05-13,115,Hospitals,82042.9,31599.8,1302.8,51.7,49090.5,84418.2,0.0,25898.4,457.1,50391.3,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,34.7,0.0,0.0,0.0,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
116,2020-05-14,116,Hospitals,82042.8,31599.8,1254.5,17.5,49090.5,86059.0,0.0,25980.4,457.2,50425.5,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,34.2,0.0,0.0,0.0,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
117,2020-05-15,117,Hospitals,82042.7,31584.2,1211.1,0.0,49090.5,87699.9,0.0,26062.4,457.3,50458.5,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,33.0,0.0,0.0,0.1,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
118,2020-05-16,118,Hospitals,82042.5,31552.9,1172.0,0.0,49090.5,89340.8,0.0,26144.5,457.5,50489.6,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,31.1,0.0,0.0,0.2,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
119,2020-05-17,119,Hospitals,82042.3,31524.2,1136.9,0.0,49090.5,90981.6,0.0,26226.5,457.7,50518.1,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,28.5,0.0,0.0,0.2,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
120,2020-05-18,120,Hospitals,82042.0,31498.4,1105.2,0.0,49090.5,92622.5,0.0,26308.6,458.0,50543.7,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,25.5,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
121,2020-05-19,121,Hospitals,82041.7,31475.8,1076.8,0.0,49090.5,94263.3,0.0,26390.6,458.3,50566.0,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,22.3,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
122,2020-05-20,122,Hospitals,82041.4,31456.5,1051.1,0.0,49090.5,95904.2,0.0,26472.7,458.6,50584.9,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,18.9,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
123,2020-05-21,123,Hospitals,82041.1,31440.7,1028.1,0.0,49090.5,97545.0,0.0,26554.7,458.9,50600.4,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,15.5,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
124,2020-05-22,124,Hospitals,82040.8,31428.4,1007.3,0.0,49090.5,99185.9,0.0,26636.7,459.2,50612.4,0.0,0.4,1640.9,0.0,82.0,0.0,82.0,12.0,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
125,2020-05-23,125,Hospitals,82040.5,31419.5,988.6,0.0,49090.5,100826.7,0.0,26718.8,459.5,50620.9,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,8.6,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
126,2020-05-24,126,Hospitals,82040.1,31414.1,971.8,0.0,49090.5,102467.6,0.0,26800.8,459.9,50626.1,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,5.1,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
127,2020-05-25,127,Hospitals,82039.8,31412.0,956.7,0.0,49090.5,104108.4,0.0,26882.9,460.2,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,1.7,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
128,2020-05-26,128,Hospitals,82039.5,31411.7,943.0,0.0,49090.5,105749.2,0.0,26964.9,460.5,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
129,2020-05-27,129,Hospitals,82039.2,31411.4,930.8,0.0,49090.5,107390.1,0.0,27047.0,460.8,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
130,2020-05-28,130,Hospitals,82039.0,31411.2,919.7,0.0,49090.5,109030.9,0.0,27129.0,461.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.3,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
131,2020-05-29,131,Hospitals,82038.8,31410.9,909.8,0.0,49090.5,110671.7,0.0,27211.0,461.2,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.2,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
132,2020-05-30,132,Hospitals,82038.6,31410.7,900.9,0.0,49090.5,112312.5,0.0,27293.1,461.4,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.2,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
133,2020-05-31,133,Hospitals,82038.4,31410.6,892.8,0.0,49090.5,113953.3,0.0,27375.1,461.6,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.2,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
134,2020-06-01,134,Hospitals,82038.2,31410.4,885.6,0.0,49090.5,115594.1,0.0,27457.2,461.8,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.1,0.0,82.0,1558.8,0.0,0.0,1.0,0.0,0.598
135,2020-06-02,135,Hospitals,82038.1,31410.3,879.1,0.0,49090.5,117234.9,0.0,27539.2,461.9,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.1,0.0,82.0,1558.7,-0.0,0.0,1.0,0.0,0.598
136,2020-06-03,136,Hospitals,82038.0,31410.2,873.2,0.0,49090.5,118875.6,0.0,27621.2,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.1,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
137,2020-06-04,137,Hospitals,82038.0,31410.2,867.9,0.0,49090.5,120516.4,0.0,27703.3,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
138,2020-06-05,138,Hospitals,82038.0,31410.2,863.2,0.0,49090.5,122157.2,0.0,27785.3,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
139,2020-06-06,139,Hospitals,82038.0,31410.2,858.9,0.0,49090.5,123797.9,0.0,27867.4,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
140,2020-06-07,140,Hospitals,82038.0,31410.2,855.0,0.0,49090.5,125438.7,0.0,27949.4,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,-0.0,0.0,1.0,0.0,0.598
141,2020-06-08,141,Hospitals,82038.0,31410.2,851.6,0.0,49090.5,127079.5,0.0,28031.4,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
142,2020-06-09,142,Hospitals,82038.0,31410.2,848.4,0.0,49090.5,128720.2,0.0,28113.5,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
143,2020-06-10,143,Hospitals,82038.0,31410.2,845.6,0.0,49090.5,130361.0,0.0,28195.5,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
144,2020-06-11,144,Hospitals,82038.0,31410.2,843.1,0.0,49090.5,132001.8,0.0,28277.5,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
145,2020-06-12,145,Hospitals,82038.0,31410.2,840.8,0.0,49090.5,133642.5,0.0,28359.6,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
146,2020-06-13,146,Hospitals,82038.0,31410.2,838.8,0.0,49090.5,135283.3,0.0,28441.6,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
147,2020-06-14,147,Hospitals,82038.0,31410.2,837.0,0.0,49090.5,136924.0,0.0,28523.7,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
148,2020-06-15,148,Hospitals,82038.0,31410.2,835.3,0.0,49090.5,138564.8,0.0,28605.7,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
149,2020-06-16,149,Hospitals,82038.0,31410.2,833.8,0.0,49090.5,140205.6,0.0,28687.7,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
150,2020-06-17,150,Hospitals,82038.0,31410.2,832.5,0.0,49090.5,141846.3,0.0,28769.8,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
151,2020-06-18,151,Hospitals,82038.0,31410.2,831.3,0.0,49090.5,143487.1,0.0,28851.8,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
152,2020-06-19,152,Hospitals,82038.0,31410.2,830.2,0.0,49090.5,145127.8,0.0,28933.8,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
153,2020-06-20,153,Hospitals,82038.0,31410.2,829.2,0.0,49090.5,146768.6,0.0,29015.9,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
154,2020-06-21,154,Hospitals,82038.0,31410.2,828.3,0.0,49090.5,148409.4,0.0,29097.9,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
155,2020-06-22,155,Hospitals,82038.0,31410.2,827.5,0.0,49090.5,150050.1,0.0,29180.0,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
156,2020-06-23,156,Hospitals,82038.0,31410.2,826.8,0.0,49090.5,151690.9,0.0,29262.0,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
157,2020-06-24,157,Hospitals,82038.0,31410.2,826.2,0.0,49090.5,153331.6,0.0,29344.0,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
158,2020-06-25,158,Hospitals,82038.0,31410.2,825.6,0.0,49090.5,154972.4,0.0,29426.1,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
159,2020-06-26,159,Hospitals,82038.0,31410.2,825.1,0.0,49090.5,156613.2,0.0,29508.1,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
160,2020-06-27,160,Hospitals,82038.0,31410.2,824.6,0.0,49090.5,158253.9,0.0,29590.1,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
161,2020-06-28,161,Hospitals,82038.0,31410.2,824.2,0.0,49090.5,159894.7,0.0,29672.2,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
162,2020-06-29,162,Hospitals,82038.0,31410.2,823.8,0.0,49090.5,161535.4,0.0,29754.2,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
163,2020-06-30,163,Hospitals,82038.0,31410.2,823.5,0.0,49090.5,163176.2,0.0,29836.3,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
164,2020-07-01,164,Hospitals,82038.0,31410.2,823.1,0.0,49090.5,164817.0,0.0,29918.3,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
165,2020-07-02,165,Hospitals,82038.0,31410.2,822.9,0.0,49090.5,166457.7,0.0,30000.3,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
166,2020-07-03,166,Hospitals,82038.0,31410.2,822.6,0.0,49090.5,168098.5,0.0,30082.4,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
167,2020-07-04,167,Hospitals,82038.0,31410.2,822.4,0.0,49090.5,169739.2,0.0,30164.4,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
168,2020-07-05,168,Hospitals,82038.0,31410.2,822.2,0.0,49090.5,171380.0,0.0,30246.5,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
169,2020-07-06,169,Hospitals,82038.0,31410.2,822.0,0.0,49090.5,173020.8,0.0,30328.5,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
170,2020-07-07,170,Hospitals,82038.0,31410.2,821.8,0.0,49090.5,174661.5,0.0,30410.5,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
171,2020-07-08,171,Hospitals,82038.0,31410.2,821.7,0.0,49090.5,176302.3,0.0,30492.6,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
172,2020-07-09,172,Hospitals,82038.0,31410.2,821.6,0.0,49090.5,177943.0,0.0,30574.6,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
173,2020-07-10,173,Hospitals,82038.0,31410.2,821.5,0.0,49090.5,179583.8,0.0,30656.6,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
174,2020-07-11,174,Hospitals,82038.0,31410.2,821.3,0.0,49090.5,181224.5,0.0,30738.7,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
175,2020-07-12,175,Hospitals,82038.0,31410.2,821.2,0.0,49090.5,182865.3,0.0,30820.7,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
176,2020-07-13,176,Hospitals,82038.0,31410.2,821.2,0.0,49090.5,184506.1,0.0,30902.8,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
177,2020-07-14,177,Hospitals,82038.0,31410.2,821.1,0.0,49090.5,186146.8,0.0,30984.8,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
178,2020-07-15,178,Hospitals,82038.0,31410.2,739.0,0.0,49090.5,186146.8,0.0,30984.8,462.0,50627.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598
179,2020-07-16,179,Hospitals,82038.0,31410.2,665.1,0.0,49090.5,186146.8,0.0,30984.8,462.0,50627.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598
180,2020-07-17,180,Hospitals,82038.0,31410.2,680.6,0.0,49090.5,187787.6,0.0,31066.8,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
181,2020-07-18,181,Hospitals,82038.0,31410.2,694.6,0.0,49090.5,189428.3,0.0,31148.9,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
182,2020-07-19,182,Hospitals,82038.0,31410.2,707.2,0.0,49090.5,191069.1,0.0,31230.9,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
183,2020-07-20,183,Hospitals,82038.0,31410.2,718.5,0.0,49090.5,192709.9,0.0,31312.9,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
184,2020-07-21,184,Hospitals,82038.0,31410.2,728.7,0.0,49090.5,194350.6,0.0,31395.0,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
185,2020-07-22,185,Hospitals,82038.0,31410.2,737.8,0.0,49090.5,195991.4,0.0,31477.0,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
186,2020-07-23,186,Hospitals,82038.0,31410.2,746.1,0.0,49090.5,197632.1,0.0,31559.1,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
187,2020-07-24,187,Hospitals,82038.0,31410.2,753.5,0.0,49090.5,199272.9,0.0,31641.1,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
188,2020-07-25,188,Hospitals,82038.0,31410.2,760.2,0.0,49090.5,200913.7,0.0,31723.1,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
189,2020-07-26,189,Hospitals,82038.0,31410.2,766.2,0.0,49090.5,202554.4,0.0,31805.2,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
190,2020-07-27,190,Hospitals,82038.0,31410.2,771.6,0.0,49090.5,204195.2,0.0,31887.2,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
191,2020-07-28,191,Hospitals,82038.0,31410.2,776.5,0.0,49090.5,205835.9,0.0,31969.3,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
192,2020-07-29,192,Hospitals,82038.0,31410.2,780.9,0.0,49090.5,207476.7,0.0,32051.3,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
193,2020-07-30,193,Hospitals,82038.0,31410.2,784.9,0.0,49090.5,209117.5,0.0,32133.3,462.0,50627.8,0.0,0.4,1640.8,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1558.7,0.0,0.0,1.0,0.0,0.598
